stamp,year,month,day,hour,minute,weekday,holiday,daylight,rain,volume
2016-02-01 00:00:00,2016,2,1,0,0,1,0.0,0.0,0.0,2448
2016-02-01 01:00:00,2016,2,1,1,0,1,0.0,0.0,0.0,1368
2016-02-01 02:00:00,2016,2,1,2,0,1,0.0,0.0,0.0,1200
2016-02-01 03:00:00,2016,2,1,3,0,1,0.0,0.0,0.0,1392
2016-02-01 04:00:00,2016,2,1,4,0,1,0.0,0.0,0.0,3084
2016-02-01 05:00:00,2016,2,1,5,0,1,0.0,0.0,0.0,7056
2016-02-01 06:00:00,2016,2,1,6,0,1,0.0,0.0,0.0,10992
2016-02-01 07:00:00,2016,2,1,7,0,1,0.0,0.0,0.0,15600
2016-02-01 08:00:00,2016,2,1,8,0,1,0.0,0.0,0.0,15000
2016-02-01 09:00:00,2016,2,1,9,0,1,0.0,0.0,0.0,12876
2016-02-01 10:00:00,2016,2,1,10,0,1,0.0,0.0,0.0,12708
2016-02-01 11:00:00,2016,2,1,11,0,1,0.0,0.0,0.0,13632
2016-02-01 12:00:00,2016,2,1,12,0,1,0.0,0.0,0.0,14592
2016-02-01 13:00:00,2016,2,1,13,0,1,0.0,0.0,0.0,16296
2016-02-01 14:00:00,2016,2,1,14,0,1,0.0,0.0,0.0,16992
2016-02-01 15:00:00,2016,2,1,15,0,1,0.0,0.0,0.0,19224
2016-02-01 16:00:00,2016,2,1,16,0,1,0.0,0.0,0.0,19848
2016-02-01 17:00:00,2016,2,1,17,0,1,0.0,0.0,0.0,19344
2016-02-01 18:00:00,2016,2,1,18,0,1,0.0,0.0,0.0,17424
2016-02-01 19:00:00,2016,2,1,19,0,1,0.0,0.0,0.0,12996
2016-02-01 20:00:00,2016,2,1,20,0,1,0.0,0.0,0.0,9900
2016-02-01 21:00:00,2016,2,1,21,0,1,0.0,0.0,0.0,8616
2016-02-01 22:00:00,2016,2,1,22,0,1,0.0,0.0,0.0,6456
2016-02-01 23:00:00,2016,2,1,23,0,1,0.0,0.0,0.0,3984
2016-02-02 00:00:00,2016,2,2,0,0,2,0.0,0.0,0.0,2340
2016-02-02 01:00:00,2016,2,2,1,0,2,0.0,0.0,0.0,1572
2016-02-02 02:00:00,2016,2,2,2,0,2,0.0,0.0,0.0,1236
2016-02-02 03:00:00,2016,2,2,3,0,2,0.0,0.0,0.0,1428
2016-02-02 04:00:00,2016,2,2,4,0,2,0.0,0.0,0.0,3060
2016-02-02 05:00:00,2016,2,2,5,0,2,0.0,0.0,0.0,7056
2016-02-02 06:00:00,2016,2,2,6,0,2,0.0,0.0,0.0,11424
2016-02-02 07:00:00,2016,2,2,7,0,2,0.0,0.0,0.0,15612
2016-02-02 08:00:00,2016,2,2,8,0,2,0.0,0.0,0.0,15024
2016-02-02 09:00:00,2016,2,2,9,0,2,0.0,0.0,0.0,13104
2016-02-02 10:00:00,2016,2,2,10,0,2,0.0,0.0,0.0,12684
2016-02-02 11:00:00,2016,2,2,11,0,2,0.0,0.0,0.0,13764
2016-02-02 12:00:00,2016,2,2,12,0,2,0.0,0.0,0.0,15288
2016-02-02 13:00:00,2016,2,2,13,0,2,0.0,0.0,0.0,16644
2016-02-02 14:00:00,2016,2,2,14,0,2,0.0,0.0,0.0,19572
2016-02-02 15:00:00,2016,2,2,15,0,2,0.0,0.0,0.0,13740
2016-02-02 16:00:00,2016,2,2,16,0,2,0.0,0.0,0.0,15300
2016-02-02 17:00:00,2016,2,2,17,0,2,0.0,0.0,0.0,17916
2016-02-02 18:00:00,2016,2,2,18,0,2,0.0,0.0,0.0,18288
2016-02-02 19:00:00,2016,2,2,19,0,2,0.0,0.0,0.0,15012
2016-02-02 20:00:00,2016,2,2,20,0,2,0.0,0.0,0.0,10944
2016-02-02 21:00:00,2016,2,2,21,0,2,0.0,0.0,0.0,9744
2016-02-02 22:00:00,2016,2,2,22,0,2,0.0,0.0,0.0,7164
2016-02-02 23:00:00,2016,2,2,23,0,2,0.0,0.0,0.0,4848
2016-02-03 00:00:00,2016,2,3,0,0,3,0.0,0.0,0.0,3624
2016-02-03 01:00:00,2016,2,3,1,0,3,0.0,0.0,0.0,2016
