stamp,year,month,day,hour,minute,weekday,holiday,daylight,rain,volume
2016-01-01 00:00:00,2016,1,1,0,0,5,0.5,0.0,0.0,7884
2016-01-01 01:00:00,2016,1,1,1,0,5,0.5,0.0,0.0,9636
2016-01-01 02:00:00,2016,1,1,2,0,5,0.5,0.0,0.0,6168
2016-01-01 03:00:00,2016,1,1,3,0,5,0.5,0.0,0.0,3588
2016-01-01 04:00:00,2016,1,1,4,0,5,0.5,0.0,0.0,1908
2016-01-01 05:00:00,2016,1,1,5,0,5,0.5,0.0,0.0,1776
2016-01-01 06:00:00,2016,1,1,6,0,5,0.5,0.0,0.0,2496
2016-01-01 07:00:00,2016,1,1,7,0,5,0.5,0.0,0.0,3492
2016-01-01 08:00:00,2016,1,1,8,0,5,0.5,0.0,0.0,4380
2016-01-01 09:00:00,2016,1,1,9,0,5,0.5,0.0,0.0,6948
2016-01-01 10:00:00,2016,1,1,10,0,5,0.5,0.0,0.0,9888
2016-01-01 11:00:00,2016,1,1,11,0,5,0.5,0.0,0.0,12420
2016-01-01 12:00:00,2016,1,1,12,0,5,0.5,0.0,0.0,14160
2016-01-01 13:00:00,2016,1,1,13,0,5,0.5,0.0,0.0,14316
2016-01-01 14:00:00,2016,1,1,14,0,5,0.5,0.0,0.0,14544
2016-01-01 15:00:00,2016,1,1,15,0,5,0.5,0.0,0.0,14364
2016-01-01 16:00:00,2016,1,1,16,0,5,0.5,0.0,0.0,13164
2016-01-01 17:00:00,2016,1,1,17,0,5,0.5,0.0,0.0,11808
2016-01-01 18:00:00,2016,1,1,18,0,5,0.5,0.0,0.0,10848
2016-01-01 19:00:00,2016,1,1,19,0,5,0.5,0.0,0.0,9360
2016-01-01 20:00:00,2016,1,1,20,0,5,0.5,0.0,0.0,8280
2016-01-01 21:00:00,2016,1,1,21,0,5,0.5,0.0,0.0,7560
2016-01-01 22:00:00,2016,1,1,22,0,5,0.5,0.0,0.0,6360
2016-01-01 23:00:00,2016,1,1,23,0,5,0.5,0.0,0.0,5412
2016-01-02 00:00:00,2016,1,2,0,0,6,0.0,0.0,0.0,3072
2016-01-02 01:00:00,2016,1,2,1,0,6,0.0,0.0,0.0,2124
2016-01-02 02:00:00,2016,1,2,2,0,6,0.0,0.0,0.0,1668
2016-01-02 03:00:00,2016,1,2,3,0,6,0.0,0.0,0.0,1200
2016-01-02 04:00:00,2016,1,2,4,0,6,0.0,0.0,0.0,1056
2016-01-02 05:00:00,2016,1,2,5,0,6,0.0,0.0,0.0,1920
2016-01-02 06:00:00,2016,1,2,6,0,6,0.0,0.0,0.0,3156
2016-01-02 07:00:00,2016,1,2,7,0,6,0.0,0.0,0.0,5124
2016-01-02 08:00:00,2016,1,2,8,0,6,0.0,0.0,0.0,7224
2016-01-02 09:00:00,2016,1,2,9,0,6,0.0,0.0,0.0,10164
2016-01-02 10:00:00,2016,1,2,10,0,6,0.0,0.0,0.0,13188
2016-01-02 11:00:00,2016,1,2,11,0,6,0.0,0.0,0.0,7980
2016-01-02 12:00:00,2016,1,2,12,0,6,0.0,0.0,0.0,16044
2016-01-02 13:00:00,2016,1,2,13,0,6,0.0,0.0,0.0,16032
2016-01-02 14:00:00,2016,1,2,14,0,6,0.0,0.0,0.0,17304
2016-01-02 15:00:00,2016,1,2,15,0,6,0.0,0.0,0.0,17220
2016-01-02 16:00:00,2016,1,2,16,0,6,0.0,0.0,0.0,16356
2016-01-02 17:00:00,2016,1,2,17,0,6,0.0,0.0,0.0,16044
2016-01-02 18:00:00,2016,1,2,18,0,6,0.0,0.0,0.0,13740
2016-01-02 19:00:00,2016,1,2,19,0,6,0.0,0.0,0.0,11856
2016-01-02 20:00:00,2016,1,2,20,0,6,0.0,0.0,0.0,10044
2016-01-02 21:00:00,2016,1,2,21,0,6,0.0,0.0,0.0,8856
2016-01-02 22:00:00,2016,1,2,22,0,6,0.0,0.0,0.0,7992
2016-01-02 23:00:00,2016,1,2,23,0,6,0.0,0.0,0.0,6120
2016-01-03 00:00:00,2016,1,3,0,0,7,0.0,0.0,0.0,4272
2016-01-03 01:00:00,2016,1,3,1,0,7,0.0,0.0,0.0,2736
2016-01-03 02:00:00,2016,1,3,2,0,7,0.0,0.0,0.0,2400
2016-01-03 03:00:00,2016,1,3,3,0,7,0.0,0.0,0.0,1596
2016-01-03 04:00:00,2016,1,3,4,0,7,0.0,0.0,0.0,1092
2016-01-03 05:00:00,2016,1,3,5,0,7,0.0,0.0,0.0,1608
2016-01-03 06:00:00,2016,1,3,6,0,7,0.0,0.0,0.0,2364
2016-01-03 07:00:00,2016,1,3,7,0,7,0.0,0.0,0.0,4116
2016-01-03 08:00:00,2016,1,3,8,0,7,0.0,0.0,0.0,5388
2016-01-03 09:00:00,2016,1,3,9,0,7,0.0,0.0,0.0,8400
2016-01-03 10:00:00,2016,1,3,10,0,7,0.0,0.0,0.0,11604
2016-01-03 11:00:00,2016,1,3,11,0,7,0.0,0.0,0.0,13704
2016-01-03 12:00:00,2016,1,3,12,0,7,0.0,0.0,0.0,15672
2016-01-03 13:00:00,2016,1,3,13,0,7,0.0,0.0,0.0,14412
2016-01-03 14:00:00,2016,1,3,14,0,7,0.0,0.0,0.0,13908
2016-01-03 15:00:00,2016,1,3,15,0,7,0.0,0.0,0.0,12564
2016-01-03 16:00:00,2016,1,3,16,0,7,0.0,0.0,0.0,13500
2016-01-03 17:00:00,2016,1,3,17,0,7,0.0,0.0,0.0,13776
2016-01-03 18:00:00,2016,1,3,18,0,7,0.0,0.0,0.0,11148
2016-01-03 19:00:00,2016,1,3,19,0,7,0.0,0.0,0.0,9876
2016-01-03 20:00:00,2016,1,3,20,0,7,0.0,0.0,0.0,8232
2016-01-03 21:00:00,2016,1,3,21,0,7,0.0,0.0,0.0,6996
2016-01-03 22:00:00,2016,1,3,22,0,7,0.0,0.0,0.0,5028
2016-01-03 23:00:00,2016,1,3,23,0,7,0.0,0.0,0.0,3924
2016-01-04 00:00:00,2016,1,4,0,0,1,0.0,0.0,0.0,2376
2016-01-04 01:00:00,2016,1,4,1,0,1,0.0,0.0,0.0,1512
2016-01-04 02:00:00,2016,1,4,2,0,1,0.0,0.0,0.0,1200
2016-01-04 03:00:00,2016,1,4,3,0,1,0.0,0.0,0.0,1356
2016-01-04 04:00:00,2016,1,4,4,0,1,0.0,0.0,0.0,3024
2016-01-04 05:00:00,2016,1,4,5,0,1,0.0,0.0,0.0,6576
2016-01-04 06:00:00,2016,1,4,6,0,1,0.0,0.0,0.0,10824
2016-01-04 07:00:00,2016,1,4,7,0,1,0.0,0.0,0.0,13800
2016-01-04 08:00:00,2016,1,4,8,0,1,0.0,0.0,0.0,13428
2016-01-04 09:00:00,2016,1,4,9,0,1,0.0,0.0,0.0,11772
2016-01-04 10:00:00,2016,1,4,10,0,1,0.0,0.0,0.0,11844
2016-01-04 11:00:00,2016,1,4,11,0,1,0.0,0.0,0.0,12756
2016-01-04 12:00:00,2016,1,4,12,0,1,0.0,0.0,0.0,14604
2016-01-04 13:00:00,2016,1,4,13,0,1,0.0,0.0,0.0,15264
2016-01-04 14:00:00,2016,1,4,14,0,1,0.0,0.0,0.0,17760
2016-01-04 15:00:00,2016,1,4,15,0,1,0.0,0.0,0.0,18780
