stamp,year,month,day,hour,minute,weekday,holiday,daylight,rain,volume
2016-03-01 00:00:00,2016,3,1,0,0,2,0.0,0.0,0.0,2652
2016-03-01 01:00:00,2016,3,1,1,0,2,0.0,0.0,0.0,1668
2016-03-01 02:00:00,2016,3,1,2,0,2,0.0,0.0,0.0,1356
2016-03-01 03:00:00,2016,3,1,3,0,2,0.0,0.0,0.0,1416
2016-03-01 04:00:00,2016,3,1,4,0,2,0.0,0.0,0.0,2940
2016-03-01 05:00:00,2016,3,1,5,0,2,0.0,0.0,0.0,6912
2016-03-01 06:00:00,2016,3,1,6,0,2,0.0,0.0,0.0,11592
2016-03-01 07:00:00,2016,3,1,7,0,2,0.0,0.0,0.0,15600
2016-03-01 08:00:00,2016,3,1,8,0,2,0.0,0.0,0.0,14724
2016-03-01 09:00:00,2016,3,1,9,0,2,0.0,0.0,0.0,12492
2016-03-01 10:00:00,2016,3,1,10,0,2,0.0,0.0,0.0,12288
2016-03-01 11:00:00,2016,3,1,11,0,2,0.0,0.0,0.0,13992
2016-03-01 12:00:00,2016,3,1,12,0,2,0.0,0.0,0.0,15756
2016-03-01 13:00:00,2016,3,1,13,0,2,0.0,0.0,0.0,16572
2016-03-01 14:00:00,2016,3,1,14,0,2,0.0,0.0,0.0,14700
2016-03-01 15:00:00,2016,3,1,15,0,2,0.0,0.0,0.0,15924
2016-03-01 16:00:00,2016,3,1,16,0,2,0.0,0.0,0.0,19044
2016-03-01 17:00:00,2016,3,1,17,0,2,0.0,0.0,0.0,18240
2016-03-01 18:00:00,2016,3,1,18,0,2,0.0,0.0,0.0,16404
2016-03-01 19:00:00,2016,3,1,19,0,2,0.0,0.0,0.0,14520
2016-03-01 20:00:00,2016,3,1,20,0,2,0.0,0.0,0.0,10656
2016-03-01 21:00:00,2016,3,1,21,0,2,0.0,0.0,0.0,9624
2016-03-01 22:00:00,2016,3,1,22,0,2,0.0,0.0,0.0,6816
2016-03-01 23:00:00,2016,3,1,23,0,2,0.0,0.0,0.0,4716
2016-03-02 00:00:00,2016,3,2,0,0,3,0.0,0.0,0.0,2772
2016-03-02 01:00:00,2016,3,2,1,0,3,0.0,0.0,0.0,1584
2016-03-02 02:00:00,2016,3,2,2,0,3,0.0,0.0,0.0,1416
2016-03-02 03:00:00,2016,3,2,3,0,3,0.0,0.0,0.0,1596
2016-03-02 04:00:00,2016,3,2,4,0,3,0.0,0.0,0.0,3180
2016-03-02 05:00:00,2016,3,2,5,0,3,0.0,0.0,0.0,7032
2016-03-02 06:00:00,2016,3,2,6,0,3,0.0,0.0,0.0,11676
2016-03-02 07:00:00,2016,3,2,7,0,3,0.0,0.0,0.0,16440
2016-03-02 08:00:00,2016,3,2,8,0,3,0.0,0.0,0.0,15720
2016-03-02 09:00:00,2016,3,2,9,0,3,0.0,0.0,0.0,13260
2016-03-02 10:00:00,2016,3,2,10,0,3,0.0,0.0,0.0,13344
2016-03-02 11:00:00,2016,3,2,11,0,3,0.0,0.0,0.0,14472
2016-03-02 12:00:00,2016,3,2,12,0,3,0.0,0.0,0.0,15468
2016-03-02 13:00:00,2016,3,2,13,0,3,0.0,0.0,0.0,16824
2016-03-02 14:00:00,2016,3,2,14,0,3,0.0,0.0,0.0,19752
2016-03-02 15:00:00,2016,3,2,15,0,3,0.0,0.0,0.0,19980
2016-03-02 16:00:00,2016,3,2,16,0,3,0.0,0.0,0.0,19788
2016-03-02 17:00:00,2016,3,2,17,0,3,0.0,0.0,0.0,18696
2016-03-02 18:00:00,2016,3,2,18,0,3,0.0,0.0,0.0,16968
2016-03-02 19:00:00,2016,3,2,19,0,3,0.0,0.0,0.0,13992
2016-03-02 20:00:00,2016,3,2,20,0,3,0.0,0.0,0.0,11460
2016-03-02 21:00:00,2016,3,2,21,0,3,0.0,0.0,0.0,9804
2016-03-02 22:00:00,2016,3,2,22,0,3,0.0,0.0,0.0,7620
2016-03-02 23:00:00,2016,3,2,23,0,3,0.0,0.0,0.0,5772
2016-03-03 00:00:00,2016,3,3,0,0,4,0.0,0.0,0.0,2928
2016-03-03 01:00:00,2016,3,3,1,0,4,0.0,0.0,0.0,1908
2016-03-03 02:00:00,2016,3,3,2,0,4,0.0,0.0,0.0,1524
2016-03-03 03:00:00,2016,3,3,3,0,4,0.0,0.0,0.0,1644
2016-03-03 04:00:00,2016,3,3,4,0,4,0.0,0.0,0.0,3288
2016-03-03 05:00:00,2016,3,3,5,0,4,0.0,0.0,0.0,6912
2016-03-03 06:00:00,2016,3,3,6,0,4,0.0,0.0,0.0,11712
2016-03-03 07:00:00,2016,3,3,7,0,4,0.0,0.0,0.0,16236
2016-03-03 08:00:00,2016,3,3,8,0,4,0.0,0.0,0.0,15108
2016-03-03 09:00:00,2016,3,3,9,0,4,0.0,0.0,0.0,13320
2016-03-03 10:00:00,2016,3,3,10,0,4,0.0,0.0,0.0,13128
2016-03-03 11:00:00,2016,3,3,11,0,4,0.0,0.0,0.0,14652
2016-03-03 12:00:00,2016,3,3,12,0,4,0.0,0.0,0.0,16116
2016-03-03 13:00:00,2016,3,3,13,0,4,0.0,0.0,0.0,16548
2016-03-03 14:00:00,2016,3,3,14,0,4,0.0,0.0,0.0,19140
2016-03-03 15:00:00,2016,3,3,15,0,4,0.0,0.0,0.0,19956
2016-03-03 16:00:00,2016,3,3,16,0,4,0.0,0.0,0.0,19392
2016-03-03 17:00:00,2016,3,3,17,0,4,0.0,0.0,0.0,18876
2016-03-03 18:00:00,2016,3,3,18,0,4,0.0,0.0,0.0,18396
2016-03-03 19:00:00,2016,3,3,19,0,4,0.0,0.0,0.0,15288
2016-03-03 20:00:00,2016,3,3,20,0,4,0.0,0.0,0.0,12108
2016-03-03 21:00:00,2016,3,3,21,0,4,0.0,0.0,0.0,10428
